Medicine_ID,Counterfeit_Weight,DistArea_ID,Active_Since,Medicine_MRP,Medicine_Type,SidEffect_Level,Availability_rating,Area_Type,Area_City_Type,Area_dist_level,Counterfeit_Sales
CGK11,11.95,Area046,1995,64.3272,Antibiotics,mild,0.036971462999999996,DownTown,Tier 1,Small,560.4176
MJG11,9.05,Area013,1985,42.9558,OralContraceptives,critical,0.095861686,DownTown,Tier 3,High,792.1160000000001
LFG35,,Area019,1983,59.2034,Mstablizers,mild,0.078652494,MidTownResidential,Tier 1,Small,161.6034
NNX49,12.1,Area017,2005,254.2144,Antibiotics,mild,0.063000257,DownTown,Tier 2,Unknown,4768.2736
CQZ29,16.9,Area017,2005,85.96700000000001,OralContraceptives,mild,0.130574554,DownTown,Tier 2,Unknown,1414.639
QGB28,7.78,Area035,2002,157.3076,Hreplacements,mild,0.046893487000000005,DownTown,Tier 2,Small,3216.9596
GYZ10,20.9,Area013,1985,55.376999999999995,Tranquilizers,mild,0.060857804,DownTown,Tier 3,High,718.878
LOS50,18.65,Area010,1996,187.8712,Antiseptics,mild,0.29316492899999996,MidTownResidential,Tier 3,Unknown,640.3136
BEY15,6.785,Area013,1985,175.1842,Tranquilizers,mild,0.055716235,DownTown,Tier 3,High,2268.1946
CSI11,10.14,Area049,1997,121.0228,OralContraceptives,critical,0.089681143,DownTown,Tier 1,Medium,1770.842
TAA14,16.3,Area035,2002,239.7694,Hreplacements,mild,0.131868155,DownTown,Tier 2,Small,6050.6044
JVE40,11.1,Area017,2005,137.602,Antimalarial,mild,0.039992587999999996,DownTown,Tier 2,Unknown,2390.036
HVG39,16.55,Area035,2002,96.5198,Hreplacements,mild,0.039604781,DownTown,Tier 2,Small,723.5386
DGX15,10.9,Area010,1996,268.66200000000003,Hreplacements,mild,0.099145867,MidTownResidential,Tier 3,Unknown,372.662
KOF27,21.55,Area045,2000,201.0162,Antipyretics,critical,0.027823358,DownTown,Tier 2,Unknown,1267.4972
TBI27,20.4,Area049,1997,243.8958,Antibiotics,mild,0.10988421,DownTown,Tier 1,Medium,2449.958
EBS47,,Area019,1983,69.822,Mstablizers,critical,0.225963193,MidTownResidential,Tier 1,Small,412.61
ZJG11,19.55,Area046,1995,185.00799999999998,Statins,mild,0.057250304,DownTown,Tier 1,Small,2536.512
BOM11,12.9,Area035,2002,178.3474,Stimulants,critical,0.169802171,DownTown,Tier 2,Small,4492.6324
MXD18,,Area027,1983,253.1512,Antimalarial,mild,0.065085615,CityLimits,Tier 3,Medium,5929.4288
RJK10,8.625,Area013,1985,103.0146,Antibiotics,mild,0.10630766800000001,DownTown,Tier 3,High,2119.7212
EEG76,15.3,Area035,2002,62.864,Cardiac,critical,0.044261583,DownTown,Tier 2,Small,752.168
DDK20,10.23,Area035,2002,162.634,Antipyretics,mild,0.041411899,DownTown,Tier 2,Small,2256.876
TMZ19,15.1,Area049,1997,257.2802,Antipyretics,mild,0.071192802,DownTown,Tier 1,Medium,6009.3248
XDV33,,Area027,1983,207.0768,Antipyretics,mild,0.068121892,CityLimits,Tier 3,Medium,6025.304
VWN65,14.6,Area018,2007,130.7124,Mstablizers,mild,0.03436022,Industrial,Tier 3,Medium,1890.6860000000001
UNW11,7.08,Area049,1997,157.5102,Analgesics,mild,0.027577695,DownTown,Tier 1,Medium,2008.5326
RVF12,13.45,Area013,1985,173.8184,Antacids,mild,0.034705417,DownTown,Tier 3,High,3250.2496
NXT21,20.15,Area013,1985,200.6846,Tranquilizers,mild,0.0650115,DownTown,Tier 3,High,3743.6074
IBE74,16.0,Area010,1996,59.7034,Antibiotics,mild,0.134012632,MidTownResidential,Tier 3,Unknown,307.4136
NDK33,,Area019,1983,150.618,Antimalarial,mild,0.042299175,MidTownResidential,Tier 1,Small,252.81799999999998
YPR10,17.5,Area035,2002,110.67,Cardiac,mild,0.076017421,DownTown,Tier 2,Small,1111.7
YDI38,,Area027,1983,110.0042,Antibiotics,mild,0.040183141,CityLimits,Tier 3,Medium,3981.9638
BUX15,8.205,Area017,2005,108.4726,Antipyretics,critical,0.051363204,DownTown,Tier 2,Unknown,700.2356
HVG39,16.55,Area017,2005,96.3198,Hreplacements,mild,0.039760329,DownTown,Tier 2,Unknown,2119.0554
HWM68,18.05,Area017,2005,96.4856,Antacids,mild,0.14261476,DownTown,Tier 2,Unknown,1519.1696
GSG12,7.435,Area018,2007,121.586,Analgesics,mild,0.092293753,Industrial,Tier 3,Medium,2376.72
NXX10,7.495,Area049,1997,129.6098,Hreplacements,mild,0.085097449,DownTown,Tier 1,Medium,1318.098
QYN11,8.57,Area017,2005,102.5488,Cardiac,critical,0.033898691,DownTown,Tier 2,Unknown,927.9392
HCT14,17.55,Area045,2000,164.5682,Antibiotics,critical,0.062074897000000004,DownTown,Tier 2,Unknown,3467.3004
AFO34,15.95,Area045,2000,61.6666,Hreplacements,critical,0.112333217,DownTown,Tier 2,Unknown,1189.5986
IAR88,,Area019,1983,199.7872,Analgesics,mild,0.177966345,MidTownResidential,Tier 1,Small,302.0872
WKZ12,,Area027,1983,181.7422,Hreplacements,critical,0.09102465,CityLimits,Tier 3,Medium,3561.844
DZM40,13.95,Area010,1996,202.0846,OralContraceptives,critical,0.140283051,MidTownResidential,Tier 3,Unknown,495.1692
CZV11,13.45,Area013,1985,130.144,Antifungal,mild,0.038842905,DownTown,Tier 3,High,712.22
EQV54,10.275,Area010,1996,94.4224,Cardiac,critical,0.101257771,MidTownResidential,Tier 3,Unknown,283.4448
DAZ24,19.15,Area010,1996,138.30200000000002,Hreplacements,mild,0.087422769,MidTownResidential,Tier 3,Unknown,366.004
HHZ13,9.36,Area010,1996,240.5326,Stimulants,mild,0.048780177,MidTownResidential,Tier 3,Unknown,806.0978
JCW15,7.455,Area018,2007,223.75599999999997,Antimalarial,critical,0.108045476,Industrial,Tier 3,Medium,2669.672
GSN53,17.3,Area049,1997,151.5496,Hreplacements,mild,0.054009558,DownTown,Tier 1,Medium,2794.8424
CUP12,12.95,Area035,2002,197.22400000000002,Antibiotics,mild,0.053507228,DownTown,Tier 2,Small,2350.0879999999997
LSZ55,15.1,Area017,2005,86.5012,Antibiotics,critical,0.07757046,DownTown,Tier 2,Unknown,1782.8264
BCT83,13.6,Area046,1995,84.038,Mstablizers,mild,0.022410528,DownTown,Tier 1,Small,1431.2839999999999
FCG79,11.6,Area046,1995,123.4176,Antibiotics,critical,0.043569229,DownTown,Tier 1,Small,4808.2216
AUO69,16.9,Area018,2007,180.2764,Hreplacements,critical,0.11872500400000001,Industrial,Tier 3,Medium,2861.4224
KXU14,6.765,Area046,1995,139.4626,Mstablizers,critical,0.013000000000000001,DownTown,Tier 1,Small,3785.5528
DIR24,17.0,Area010,1996,191.666,OralContraceptives,mild,0.088661985,MidTownResidential,Tier 3,Unknown,292.76599999999996
PRU76,12.15,Area045,2000,127.4808,Antiseptics,mild,0.041738058,DownTown,Tier 2,Unknown,816.0848
WVE39,19.55,Area046,1995,207.1452,OralContraceptives,mild,0.013000000000000001,DownTown,Tier 1,Small,3440.6684
VYB31,20.55,Area046,1995,152.0496,Cardiac,critical,0.047699737,DownTown,Tier 1,Small,4206.3384
PUB13,22.55,Area013,1985,186.037,Hreplacements,mild,0.16825037699999998,DownTown,Tier 3,High,2230.244
OFD11,12.1,Area018,2007,248.4564,Analgesics,mild,0.013000000000000001,Industrial,Tier 3,Medium,5356.8408
KXG14,10.8,Area045,2000,43.69,Analgesics,mild,0.054971264000000006,DownTown,Tier 2,Unknown,845.38
MIP41,18.15,Area046,1995,192.7266,Antibiotics,mild,0.057414056,DownTown,Tier 1,Small,2141.6926
RAH15,,Area019,1983,188.8318,Antibiotics,critical,0.013000000000000001,MidTownResidential,Tier 1,Small,293.4318
DHT27,8.775,Area018,2007,251.9854,Antibiotics,mild,0.162125615,Industrial,Tier 3,Medium,6155.135
QUY11,10.365,Area018,2007,105.6094,OralContraceptives,mild,0.128799592,Industrial,Tier 3,Medium,1826.7692
RLY93,10.3,Area045,2000,47.318999999999996,Analgesics,mild,0.052004193,DownTown,Tier 2,Unknown,772.1419999999999
MJX11,9.155,Area035,2002,47.3848,Mstablizers,critical,0.17451689399999998,DownTown,Tier 2,Small,560.4176
VSL11,13.1,Area035,2002,230.6772,Antipyretics,critical,0.12003694300000001,DownTown,Tier 2,Small,4560.544
UML60,,Area027,1983,220.8244,Antipyretics,critical,0.043362777000000005,CityLimits,Tier 3,Medium,6888.1808
RVU10,,Area027,1983,172.9552,Antacids,mild,0.10891947199999999,CityLimits,Tier 3,Medium,5798.932
ZJZ12,8.22,Area045,2000,70.8852,Antipyretics,mild,0.051532062000000003,DownTown,Tier 2,Unknown,1427.2892
NFO12,12.6,Area046,1995,258.1118,Mstablizers,mild,0.069434817,DownTown,Tier 1,Small,3077.1416
IBE74,16.0,Area046,1995,58.5034,Antibiotics,mild,0.08529836,DownTown,Tier 1,Small,987.8612
PJX11,22.55,Area018,2007,157.0102,Antiseptics,mild,0.037756031,Industrial,Tier 3,Medium,1716.9122
XBN75,21.55,Area045,2000,229.6482,Antipyretics,mild,0.049399734,DownTown,Tier 2,Unknown,8436.8316
AUO69,,Area019,1983,182.9764,Hreplacements,critical,0.197359831,MidTownResidential,Tier 1,Small,971.882
QTC50,8.015,Area035,2002,54.0454,Mstablizers,critical,0.134563385,DownTown,Tier 2,Small,658.2902
VKK10,,Area019,1983,178.0842,Antiseptics,mild,0.080824456,MidTownResidential,Tier 1,Small,278.7842
AKD11,,Area027,1983,241.90099999999998,Mstablizers,mild,0.04823927,CityLimits,Tier 3,Medium,6085.226
FUN14,11.4,Area046,1995,252.0512,Analgesics,mild,0.18015519800000002,DownTown,Tier 1,Small,5444.7264
EHE57,15.1,Area035,2002,118.3254,Cardiac,mild,0.02626146,DownTown,Tier 2,Small,872.6778
NQW13,19.5,Area046,1995,53.3086,Tranquilizers,mild,0.17609613899999998,DownTown,Tier 1,Small,871.3462
BEB14,,Area027,1983,63.763999999999996,Hreplacements,critical,0.054754584,CityLimits,Tier 3,Medium,1710.92
QXD11,,Area027,1983,134.9046,Antiseptics,mild,0.124777297,CityLimits,Tier 3,Medium,2976.6058
GZY97,,Area019,1983,169.3262,Hreplacements,critical,0.18318662800000002,MidTownResidential,Tier 1,Small,272.1262
ZVR52,21.65,Area049,1997,137.9678,Antiseptics,mild,0.052329257000000004,DownTown,Tier 1,Medium,3037.8594
DMF12,20.9,Area013,1985,113.4964,Antiseptics,mild,0.036931217,DownTown,Tier 3,High,849.3748
LWD10,,Area019,1983,170.7604,Antiseptics,mild,0.175248011,MidTownResidential,Tier 1,Small,429.9208
OGZ71,9.155,Area046,1995,199.8188,Cardiac,mild,0.024261165,DownTown,Tier 1,Small,2017.1879999999999
DRE77,9.72,Area046,1995,73.5168,Tranquilizers,mild,0.12527101,DownTown,Tier 1,Small,816.0848
VYB31,,Area027,1983,152.5496,Cardiac,critical,0.047531702,CityLimits,Tier 3,Medium,2512.5432
AHC49,10.495,Area010,1996,192.5634,Hreplacements,mild,0.193588082,MidTownResidential,Tier 3,Unknown,476.5268
MSX11,12.8,Area045,2000,139.5626,Tranquilizers,mild,0.030678008,DownTown,Tier 2,Unknown,1818.1138
VQT88,19.65,Area045,2000,101.7462,Antibiotics,mild,0.112309997,DownTown,Tier 2,Unknown,1778.8316
GPG94,11.495,Area010,1996,129.4808,Antibiotics,critical,0.088291577,MidTownResidential,Tier 3,Unknown,464.5424
SFC11,17.5,Area045,2000,84.2696,Analgesics,mild,0.04644775599999999,DownTown,Tier 2,Unknown,1007.8352
EBO11,11.95,Area049,1997,175.5526,MuscleRelaxants,mild,0.061762383,DownTown,Tier 1,Medium,4059.8624
TKA46,20.8,Area018,2007,169.092,Cardiac,critical,0.040458099,Industrial,Tier 3,Medium,2669.672
PAN11,,Area027,1983,131.8098,OralContraceptives,mild,0.083912843,CityLimits,Tier 3,Medium,2523.196
VBF19,14.15,Area017,2005,50.3164,OralContraceptives,mild,0.112553084,DownTown,Tier 2,Unknown,1425.9576
IDG12,16.4,Area018,2007,139.131,OralContraceptives,critical,0.033015391,Industrial,Tier 3,Medium,1930.634
HMA13,11.695,Area018,2007,126.6176,Mstablizers,mild,0.043281543,Industrial,Tier 3,Medium,1372.6936
DRH86,15.95,Area017,2005,67.3614,MuscleRelaxants,mild,0.02425332,DownTown,Tier 2,Unknown,1052.4438
MBQ12,11.8,Area049,1997,228.7508,Antibiotics,critical,0.03802991,DownTown,Tier 1,Medium,2934.6604
BNA31,19.9,Area049,1997,102.8436,Tranquilizers,mild,0.09362660099999999,DownTown,Tier 1,Medium,491.1744
DPL20,7.62,Area010,1996,48.8822,Antimalarial,mild,0.034287234,MidTownResidential,Tier 3,Unknown,191.5644
THP41,10.195,Area045,2000,243.2616,Statins,mild,0.013000000000000001,DownTown,Tier 2,Unknown,2925.3392
HNR10,9.235,Area035,2002,271.39099999999996,Antiseptics,mild,0.044730739000000005,DownTown,Tier 2,Small,2479.919
CYY10,7.03,Area010,1996,95.8882,Analgesics,mild,0.08894318400000001,MidTownResidential,Tier 3,Unknown,284.7764
DKY10,18.3,Area046,1995,239.7352,Hreplacements,critical,0.028965308,DownTown,Tier 1,Small,4922.7392
AHZ10,11.8,Area046,1995,172.021,Mstablizers,critical,0.129673795,DownTown,Tier 1,Small,3701.6620000000003
XPC22,,Area027,1983,88.76700000000001,Antimalarial,mild,0.039933321,CityLimits,Tier 3,Medium,3405.381
BTT13,12.9,Area013,1985,233.3404,Hreplacements,critical,0.022754896,DownTown,Tier 3,High,2138.3636
GRM60,9.125,Area046,1995,73.7826,Antimalarial,mild,0.09262861,DownTown,Tier 1,Small,2115.0606
NQG12,7.18,Area035,2002,159.7392,Antiseptics,mild,0.037882614,DownTown,Tier 2,Small,1753.5312
YEC92,,Area027,1983,132.4098,Antibiotics,critical,0.034353642000000004,CityLimits,Tier 3,Medium,3487.2744
KKJ43,10.695,Area049,1997,95.8908,MuscleRelaxants,mild,0.053023967000000005,DownTown,Tier 1,Medium,1119.6896
BGA86,9.785,Area035,2002,114.79899999999999,Tranquilizers,mild,0.071121214,DownTown,Tier 2,Small,1351.388
QAK10,10.995,Area045,2000,185.737,Cardiac,critical,0.042223424,DownTown,Tier 2,Unknown,3112.429
VHM53,21.5,Area046,1995,104.4462,Antiseptics,mild,0.013000000000000001,DownTown,Tier 1,Small,945.9158
RPO17,,Area027,1983,49.4164,Antibiotics,mild,0.054194985999999994,CityLimits,Tier 3,Medium,1348.7248
HMI11,,Area027,1983,116.5306,OralContraceptives,critical,0.099837543,CityLimits,Tier 3,Medium,2203.612
OVZ29,15.1,Area013,1985,241.2984,Hreplacements,critical,0.069825065,DownTown,Tier 3,High,4746.968
ZQS14,18.9,Area013,1985,241.201,Antiseptics,mild,0.08734514199999999,DownTown,Tier 3,High,4477.319
TVF57,,Area027,1983,106.7068,Hreplacements,critical,0.060037323,CityLimits,Tier 3,Medium,2737.5836
GRY10,13.9,Area045,2000,264.5356,Antipyretics,critical,0.08707035099999999,DownTown,Tier 2,Unknown,4691.0408
XUF12,10.06,Area018,2007,137.6336,Tranquilizers,mild,0.06325660400000001,Industrial,Tier 3,Medium,2797.5056
DWO74,8.98,Area046,1995,202.9162,Antibiotics,mild,0.08390028199999999,DownTown,Tier 1,Small,5693.0698
LXR14,15.95,Area049,1997,273.2594,Antiseptics,mild,0.08517867900000001,DownTown,Tier 1,Medium,5346.188
VSR86,7.95,Area017,2005,160.0734,Cardiac,mild,0.066591345,DownTown,Tier 2,Unknown,2488.5744
PAN12,18.9,Area017,2005,170.7552,Hreplacements,mild,0.023096684,DownTown,Tier 2,Unknown,2712.2832
CBI10,8.8,Area049,1997,69.5588,Antiseptics,mild,0.013000000000000001,DownTown,Tier 1,Medium,1029.1408
SKK32,,Area027,1983,191.06599999999997,Statins,mild,0.029745264,CityLimits,Tier 3,Medium,3169.022
ZRF15,8.195,Area013,1985,154.1812,Antimalarial,mild,0.035441883,DownTown,Tier 3,High,2820.1428
EKB79,,Area027,1983,188.4344,OralContraceptives,critical,0.02701884,CityLimits,Tier 3,Medium,3860.1224
VQW12,,Area027,1983,98.554,Antipyretics,critical,0.0334702,CityLimits,Tier 3,Medium,2623.066
LIM31,,Area027,1983,64.4956,Hreplacements,critical,0.07927464,CityLimits,Tier 3,Medium,3115.758
RWW49,16.65,Area049,1997,102.212,Analgesics,mild,0.086397129,DownTown,Tier 1,Medium,2722.9359999999997
UKE70,21.9,Area045,2000,86.6696,Antiseptics,mild,0.084136948,DownTown,Tier 2,Unknown,485.848
AHC53,10.275,Area013,1985,113.399,Cardiac,critical,0.022051307000000003,DownTown,Tier 3,High,422.597
DUJ62,16.8,Area018,2007,61.2692,OralContraceptives,critical,0.09918464699999999,Industrial,Tier 3,Medium,507.1536
WOT11,,Area019,1983,159.8366,Hreplacements,mild,0.040610698,MidTownResidential,Tier 1,Small,717.5464
RDQ13,18.4,Area049,1997,95.8566,Antacids,mild,0.013000000000000001,DownTown,Tier 1,Medium,1973.2452
ENI41,16.45,Area049,1997,142.8284,Hreplacements,critical,0.025282366,DownTown,Tier 1,Medium,1826.7692
WBN96,7.415,Area049,1997,198.953,Analgesics,critical,0.020055292,DownTown,Tier 1,Medium,3718.3070000000002
DMY13,,Area027,1983,240.5668,Antiseptics,mild,0.08531721699999999,CityLimits,Tier 3,Medium,8175.838000000001
RMM57,18.9,Area045,2000,247.65900000000002,Tranquilizers,mild,0.031943666,DownTown,Tier 2,Unknown,6258.334
AGR82,11.8,Area017,2005,155.1128,Mstablizers,critical,0.039520107,DownTown,Tier 2,Unknown,2270.192
BNO11,7.085,Area049,1997,272.9252,Antibiotics,critical,0.051817120999999994,DownTown,Tier 1,Medium,637.6504
WXP11,13.9,Area045,2000,63.5982,Antiviral,mild,0.069191301,DownTown,Tier 2,Unknown,849.3748
PNU88,12.195,Area013,1985,266.8672,Tranquilizers,mild,0.033934413,DownTown,Tier 3,High,4203.6752
UNO45,13.9,Area017,2005,112.699,OralContraceptives,critical,0.076054947,DownTown,Tier 2,Unknown,2383.3779999999997
JYY11,9.73,Area018,2007,206.3768,Analgesics,mild,0.030396307999999997,Industrial,Tier 3,Medium,4251.6128
RQL15,,Area019,1983,101.3488,OralContraceptives,critical,0.032912606000000004,MidTownResidential,Tier 1,Small,384.6464
UYJ15,11.8,Area049,1997,224.0244,Hreplacements,critical,0.106909644,DownTown,Tier 1,Medium,4135.7636
RDQ13,18.4,Area017,2005,94.7566,Antacids,mild,0.067514169,DownTown,Tier 2,Unknown,704.8962
CBB32,,Area019,1983,192.9292,Antipyretics,mild,0.166741385,MidTownResidential,Tier 1,Small,295.4292
XSM88,21.3,Area035,2002,178.8132,Mstablizers,critical,0.07288971799999999,DownTown,Tier 2,Small,2987.9244
DRH86,15.95,Area045,2000,65.9614,MuscleRelaxants,mild,0.024212719,DownTown,Tier 2,Unknown,1162.9666
HTY10,7.66,Area045,2000,56.006,Antibiotics,mild,0.133788077,DownTown,Tier 2,Unknown,951.908
NRV87,21.0,Area045,2000,264.4014,Cardiac,critical,0.17402755,DownTown,Tier 2,Unknown,4958.0266
TKZ13,10.075,Area049,1997,121.6228,Antibiotics,mild,0.013000000000000001,DownTown,Tier 1,Medium,1549.7964
AJM90,20.15,Area017,2005,267.933,Cardiac,mild,0.055891098,DownTown,Tier 2,Unknown,5495.993
LWD10,14.45,Area035,2002,168.1604,Antiseptics,mild,0.10564951,DownTown,Tier 2,Small,3916.0496
MII51,7.975,Area045,2000,102.9462,Hreplacements,mild,0.05500648,DownTown,Tier 2,Unknown,1778.8316
IEB77,13.45,Area035,2002,75.0826,Antimalarial,mild,0.050889224000000004,DownTown,Tier 2,Small,1017.1564
HER33,,Area019,1983,121.9544,Antibiotics,critical,0.22742379100000001,MidTownResidential,Tier 1,Small,448.5632
UXD76,20.3,Area046,1995,116.8622,OralContraceptives,mild,0.12492342199999999,DownTown,Tier 1,Small,2230.244
XPX11,16.65,Area010,1996,45.519,OralContraceptives,mild,0.03646559,MidTownResidential,Tier 3,Unknown,149.619
UJO95,19.05,Area045,2000,121.7544,Mstablizers,mild,0.08911367099999999,DownTown,Tier 2,Unknown,1119.6896
GUM11,12.695,Area046,1995,57.9034,Tranquilizers,mild,0.022878459,DownTown,Tier 1,Small,1425.2918
NJD55,12.695,Area013,1985,161.9708,Tranquilizers,mild,0.013000000000000001,DownTown,Tier 3,High,3573.8284
BOM11,12.9,Area049,1997,176.9474,Stimulants,critical,0.17007565800000002,DownTown,Tier 1,Medium,4324.185
SGZ11,10.495,Area013,1985,90.1644,Mstablizers,critical,0.064573903,DownTown,Tier 3,High,898.6439999999999
FLH42,9.3,Area046,1995,260.6092,Antacids,critical,0.043264897000000004,DownTown,Tier 1,Small,6836.2484
LHQ13,15.4,Area046,1995,64.8956,Mstablizers,mild,0.12626743,DownTown,Tier 1,Small,1150.3164
RIM99,8.405,Area010,1996,71.3562,Antiseptics,mild,0.088000682,MidTownResidential,Tier 3,Unknown,409.281
PIV47,15.4,Area018,2007,150.4496,Cardiac,mild,0.103043082,Industrial,Tier 3,Medium,959.8976
MRG11,,Area027,1983,172.821,OralContraceptives,critical,0.05527075099999999,CityLimits,Tier 3,Medium,4680.388
IJC44,11.195,Area045,2000,243.3642,Antiseptics,mild,0.073188932,DownTown,Tier 2,Unknown,6154.4692
PGC13,7.74,Area046,1995,108.57,Antacids,mild,0.013000000000000001,DownTown,Tier 1,Small,2509.88
ZQS14,,Area019,1983,238.301,Antiseptics,mild,0.14327716,MidTownResidential,Tier 1,Small,1261.505
QNR20,18.0,Area035,2002,191.2292,Cardiac,mild,0.11503648,DownTown,Tier 2,Small,2849.438
EBS47,17.15,Area046,1995,70.922,Mstablizers,critical,0.13463272099999998,DownTown,Tier 1,Small,2689.6459999999997
FUU40,7.56,Area010,1996,121.3228,Antiseptics,mild,0.065593952,MidTownResidential,Tier 3,Unknown,334.0456
JUQ38,13.65,Area045,2000,130.1124,Antiseptics,mild,0.17727441600000002,DownTown,Tier 2,Unknown,2246.2232
TWM83,19.55,Area018,2007,133.4046,Hreplacements,mild,0.088501241,Industrial,Tier 3,Medium,362.0092
OHZ77,21.4,Area045,2000,162.5366,OralContraceptives,critical,0.067565932,DownTown,Tier 2,Unknown,2531.1856
VQW12,12.8,Area018,2007,95.25399999999999,Antipyretics,critical,0.033653603,Industrial,Tier 3,Medium,978.54
CEI26,8.375,Area045,2000,155.6128,Antipyretics,mild,0.071465268,DownTown,Tier 2,Unknown,1982.5664
CUY60,19.0,Area045,2000,180.0816,Hreplacements,mild,0.042999653,DownTown,Tier 2,Unknown,2126.3792
JDM32,9.35,Area049,1997,267.4646,Antibiotics,critical,0.091522357,DownTown,Tier 1,Medium,6296.9504
